Date,Open,High,Low,Close,Adj Close,Volume
2010-12-24,62.06,62.2,61.22,61.59,40.63,3996530
2010-12-27,61.98,62.18,60.65,61.17,40.35,3377110
2010-12-28,61.2,61.59,60.82,61.21,40.38,5879880
2010-12-29,61.38,62.16,61.11,61.47,40.55,4875155
2010-12-30,61.94,62.03,61.06,61.72,40.71,13223115
2010-12-31,62.0,62.98,62.0,62.56,41.27,12329945
2011-01-03,63.0,63.39,62.86,63.11,41.63,6548575
2011-01-04,63.3,63.54,61.1,61.29,40.43,5065755
2011-01-05,60.93,60.93,58.06,58.26,38.43,18675995
2011-01-06,58.6,59.09,56.4,56.61,37.34,12368650
2011-01-07,56.4,56.59,53.84,54.05,35.66,34429150
2011-01-10,53.6,54.98,51.92,52.25,34.47,16713970
2011-01-11,52.42,55.18,51.36,54.38,35.87,32736660
2011-01-12,54.9,55.4,53.23,55.02,36.29,22224560
2011-01-13,54.9,55.26,52.86,53.56,35.33,61854585
2011-01-14,53.58,54.09,51.8,52.03,34.32,13161815
2011-01-17,51.0,52.38,50.73,50.97,33.62,10931255
2011-01-18,51.1,52.45,49.41,51.63,34.06,15656915
2011-01-19,51.83,54.4,51.83,54.03,35.64,20409990
2011-01-20,54.2,55.53,53.05,54.7,36.08,42452385
2011-01-21,54.84,55.7,53.66,53.94,35.58,17220680
2011-01-24,53.93,57.08,53.92,56.86,37.51,24804665
2011-01-25,57.1,57.88,55.34,55.65,36.71,23455515
2011-01-27,55.79,56.14,52.54,52.98,34.95,18945785
2011-01-28,52.8,53.2,50.26,51.7,34.1,15905835
2011-01-31,51.02,52.89,49.98,52.62,34.71,22426985
2011-02-01,52.94,53.57,52.09,52.94,34.92,14203150
2011-02-02,53.4,53.96,52.51,52.9,34.9,6298200
2011-02-03,53.0,54.3,52.6,54.1,35.69,8991560
2011-02-04,54.22,54.66,52.11,52.53,34.65,7860090
2011-02-07,52.03,52.8,51.43,51.88,34.22,6296600
2011-02-08,52.0,52.2,49.1,49.47,32.63,13003960
2011-02-09,49.2,49.79,46.71,47.22,31.15,18693110
2011-02-10,47.03,49.1,46.81,48.52,32.01,18264090
2011-02-11,48.52,51.8,47.86,51.43,33.93,15968680
2011-02-14,52.0,54.06,51.9,53.85,35.52,12896945
2011-02-15,54.0,55.76,53.3,55.45,36.58,16143960
2011-02-16,55.74,55.94,54.86,55.47,36.59,8445685
2011-02-17,55.47,56.79,54.82,56.42,37.22,8191020
2011-02-18,56.42,57.68,56.0,56.8,37.47,20098215
2011-02-21,56.8,57.17,55.8,56.42,37.22,9683510
2011-02-22,56.2,56.61,54.52,55.01,36.29,6919435
2011-02-23,54.8,55.2,53.42,53.65,35.39,7785735
2011-02-24,53.6,53.91,50.62,51.06,33.68,13854735
2011-02-25,51.26,52.24,48.31,51.07,33.69,22442335
2011-02-28,51.65,52.88,50.61,51.2,33.78,19016470
2011-03-01,52.9,55.0,51.48,54.43,35.91,23772825
2011-03-03,54.8,55.58,53.74,54.73,36.1,14478735
2011-03-04,55.19,56.47,54.9,55.07,36.33,16438515
2011-03-07,54.8,54.8,53.42,54.15,35.72,7215755
2011-03-08,54.2,55.26,53.86,54.87,36.2,4471895
2011-03-09,55.01,56.0,54.82,55.09,36.34,9382465
2011-03-10,54.74,55.09,54.0,54.34,35.85,5096680
2011-03-11,53.82,54.28,52.8,53.37,35.21,7777520
2011-03-14,53.0,54.44,52.65,54.25,35.79,8017895
2011-03-15,53.05,53.8,52.8,53.13,35.05,6637555
2011-03-16,52.0,56.09,52.0,55.91,36.88,14966180
2011-03-17,55.76,56.54,55.02,55.76,36.78,10306295
2011-03-18,55.76,56.47,54.64,54.85,36.18,5787535
2011-03-21,55.0,55.34,54.0,54.85,36.18,3911865
2011-03-22,55.0,56.34,54.92,55.98,36.93,6719340
2011-03-23,55.89,57.36,55.42,57.2,37.73,9878840
2011-03-24,57.39,59.32,57.39,58.96,38.89,12171740
2011-03-25,59.1,60.26,59.04,59.9,39.51,12039925
2011-03-28,59.9,60.98,59.51,60.0,39.58,13396905
2011-03-29,60.0,62.08,59.7,61.89,40.83,12506910
2011-03-30,61.8,64.39,61.8,64.15,42.32,14351730
2011-03-31,64.4,65.19,61.6,61.92,40.85,21743965
2011-04-01,62.15,63.18,61.6,62.41,41.17,18432945
2011-04-04,62.75,63.1,62.23,62.84,41.45,10061365
2011-04-05,63.21,63.21,61.81,62.42,41.18,7534680
2011-04-06,62.41,64.1,62.21,63.77,42.07,14655590
2011-04-07,63.9,66.4,63.52,66.06,43.58,17406080
2011-04-08,66.03,66.7,63.3,63.68,42.01,13847625
2011-04-11,63.95,64.4,62.57,63.98,42.21,8226180
2011-04-13,63.4,67.0,62.76,66.7,44.0,16205700
2011-04-15,67.54,68.22,65.1,66.07,43.58,18563700
2011-04-18,66.6,67.8,64.02,64.26,42.39,8740035
2011-04-19,65.0,65.35,63.67,64.68,42.67,14854605
2011-04-20,65.32,66.7,64.83,66.22,43.68,20034990
2011-04-21,66.3,66.3,63.14,63.51,41.9,24612390
2011-04-25,66.0,66.0,62.94,63.86,42.13,8605665
2011-04-26,64.0,64.26,62.22,63.49,41.88,11547175
2011-04-27,63.42,64.18,62.6,63.17,41.67,8414855
2011-04-28,63.6,63.6,61.95,62.08,40.95,9661930
2011-04-29,64.0,64.0,60.48,61.03,40.26,9051370
2011-05-02,61.44,61.7,59.56,59.83,39.47,8068585
2011-05-03,59.83,61.15,56.81,57.28,37.79,33999060
2011-05-04,57.57,57.72,56.05,56.36,37.18,18147335
2011-05-05,56.02,58.3,55.9,57.0,37.6,21358370
2011-05-06,57.53,60.56,57.32,60.05,39.61,17715710
2011-05-09,60.5,60.86,59.14,59.5,39.25,10950520
2011-05-10,59.04,59.66,58.42,59.22,39.07,7601880
2011-05-11,59.57,61.1,59.16,60.48,39.9,20704840
2011-05-12,60.38,60.75,58.28,58.56,38.63,12472660
2011-05-13,58.6,59.96,57.53,59.17,39.03,11840615
2011-05-16,58.9,59.0,58.02,58.35,38.49,5574080
2011-05-17,58.2,59.0,57.28,57.68,38.05,8258335
2011-05-18,57.8,58.16,55.0,56.37,37.19,12736370
2011-05-19,56.76,57.4,55.64,55.92,36.89,9786010
2011-05-20,56.21,56.79,55.31,56.1,37.01,10114365
2011-05-23,56.0,56.3,54.46,54.72,36.1,8617790
2011-05-24,54.77,56.68,54.47,56.51,37.28,15039720
2011-05-25,56.02,57.1,55.92,56.65,37.37,11999550
2011-05-26,56.7,57.65,56.6,57.08,37.65,13889720
2011-05-27,57.08,59.66,57.07,59.36,39.16,10773700
2011-05-30,59.79,60.4,59.45,59.66,39.36,8067125
2011-05-31,59.84,60.41,59.17,60.16,39.69,8650880
2011-06-01,60.59,61.03,59.32,59.63,39.34,10267290
2011-06-02,58.81,59.3,57.5,57.77,38.11,9701010
2011-06-03,57.5,58.6,57.45,58.21,38.4,11762220
2011-06-06,58.4,59.74,57.5,59.59,39.31,11955225
2011-06-07,59.48,60.14,59.0,59.88,39.5,7272330
2011-06-08,59.41,60.79,59.36,60.07,39.63,9317635
2011-06-09,60.1,60.56,59.14,59.34,39.14,6076805
2011-06-10,59.6,59.76,58.5,58.7,38.72,6782495
2011-06-13,58.59,59.16,57.91,58.85,38.82,5714175
2011-06-14,59.18,59.89,59.04,59.37,39.16,6746005
2011-06-15,54.0,59.53,49.8,58.64,38.68,8486805
2011-06-16,58.02,59.28,57.55,58.22,38.41,15553865
2011-06-17,58.22,58.36,56.35,56.58,39.0,13712050
2011-06-20,56.8,58.51,54.82,58.13,40.07,19019650
2011-06-21,58.54,59.0,57.22,57.5,39.63,7481730
2011-06-22,58.14,58.28,57.22,57.4,39.56,6899700
2011-06-23,57.51,57.89,56.96,57.38,39.55,6256775
2011-06-24,57.48,59.9,57.48,59.73,41.17,9880570
2011-06-27,59.0,62.97,59.0,62.67,43.2,21588200
2011-06-28,62.8,63.4,61.61,61.85,42.63,11358380
2011-06-29,62.36,63.16,62.2,62.55,43.11,13419565
2011-06-30,63.14,63.56,61.9,62.41,43.02,13358020
2011-07-01,63.0,63.9,62.67,63.67,43.89,8072215
2011-07-04,63.67,64.38,63.46,63.77,43.95,5769920
2011-07-05,63.76,65.15,62.8,64.57,44.51,10929780
2011-07-06,64.49,65.86,64.2,65.31,45.02,15991885
2011-07-07,65.2,65.77,64.64,65.36,45.05,6689395
2011-07-08,65.43,65.62,64.04,64.45,44.42,6049245
2011-07-11,64.02,64.7,60.57,64.27,44.3,8697655
2011-07-12,63.58,63.89,62.24,62.95,43.39,7999320
2011-07-13,63.0,64.1,62.84,63.59,43.83,5628320
2011-07-14,63.39,66.05,63.31,65.25,44.97,9781340
2011-07-15,65.25,65.98,64.5,64.93,44.75,5861115
2011-07-18,64.9,65.92,64.7,65.73,45.31,5570885
2011-07-19,65.68,65.94,64.52,64.74,44.62,8420390
2011-07-20,65.33,65.66,63.29,63.75,43.94,11273205
2011-07-21,63.8,64.75,62.64,63.57,43.82,26131440
2011-07-22,64.06,65.96,64.06,65.82,45.37,16818245
2011-07-25,65.8,66.9,65.12,66.69,45.97,12730100
2011-07-26,66.59,66.65,63.46,63.73,43.93,18834145
2011-07-27,64.19,64.19,62.27,62.49,43.07,10301780
2011-07-28,62.0,62.98,61.34,62.09,42.8,9592190
2011-07-29,61.4,63.19,58.99,62.13,42.82,7445680
2011-08-01,62.41,63.77,62.41,63.26,43.6,7978855
2011-08-02,63.6,63.6,61.62,61.94,42.69,5897630
2011-08-03,60.0,61.6,58.24,61.39,42.31,6503080
2011-08-04,61.7,62.8,60.21,60.47,41.68,9302330
2011-08-05,60.1,60.72,58.04,60.29,41.56,17250205
2011-08-08,59.54,61.4,58.45,60.43,41.65,17462705
2011-08-09,58.4,60.5,58.0,58.27,40.16,17616760
2011-08-10,60.0,60.72,59.0,60.55,41.74,16128585
2011-08-11,59.74,61.86,59.74,61.35,42.29,9901570
2011-08-12,61.8,61.82,59.37,59.79,41.21,11673340
2011-08-16,60.11,60.7,59.14,59.43,40.96,5275695
2011-08-17,58.7,60.09,57.55,57.91,39.92,9174650
2011-08-18,58.0,58.26,54.6,54.93,37.86,14455395
2011-08-19,54.0,55.0,51.91,52.59,36.25,25715165
2011-08-22,52.54,53.72,50.4,53.24,36.7,20429560
2011-08-23,53.4,56.2,52.59,55.94,38.56,17702410
2011-08-24,55.5,56.91,54.6,55.28,38.1,13442000
2011-08-25,55.79,55.8,53.02,53.47,36.86,10485525
2011-08-26,53.59,53.8,51.52,51.88,35.76,12903110
2011-08-29,52.61,54.94,52.2,54.25,37.39,11823165
2011-08-30,55.74,56.66,54.8,55.51,38.26,11727690
2011-09-02,56.02,57.14,54.82,55.73,38.41,15525085
2011-09-05,55.0,56.7,54.24,56.54,38.97,10118085
2011-09-06,56.34,57.34,54.4,57.21,39.43,15603800
2011-09-07,57.61,58.42,57.29,58.13,40.07,7598780
2011-09-08,58.2,59.6,57.42,59.37,40.92,12768200
2011-09-09,58.9,60.08,58.52,58.78,40.52,9879810
2011-09-12,57.4,58.2,54.42,54.73,37.72,13008740
2011-09-13,55.11,56.58,54.24,54.75,37.74,13482710
2011-09-14,55.11,55.62,53.26,55.31,38.12,13036435
2011-09-15,55.77,56.2,54.4,55.72,38.41,11911470
2011-09-16,56.0,57.1,55.2,56.14,38.7,18888315
2011-09-19,55.86,57.05,55.4,56.79,39.14,11903795
2011-09-20,56.6,58.0,56.48,57.9,39.91,7684020
2011-09-21,57.9,58.26,56.8,57.04,39.32,14458750
2011-09-22,56.28,56.28,53.8,54.15,37.32,11798900
2011-09-23,54.36,54.36,51.9,53.49,36.87,18203380
2011-09-26,53.64,53.85,51.2,52.46,36.16,15769770
2011-09-27,53.18,54.73,53.06,54.36,37.47,10611675
2011-09-28,54.4,55.0,53.42,54.45,37.53,8735315
2011-09-29,54.4,55.98,53.7,55.42,38.2,8490515
2011-09-30,55.39,56.32,54.1,54.51,37.57,9279710
2011-10-03,53.41,53.58,51.9,52.1,35.91,10442095
2011-10-04,52.11,52.88,49.75,50.22,34.61,14599175
2011-10-05,51.0,51.36,48.06,49.21,33.92,19574675
2011-10-07,50.94,52.99,50.3,52.59,36.25,19211635
2011-10-10,53.0,53.08,52.1,52.86,36.43,10130925
2011-10-11,53.24,54.06,52.2,52.76,36.37,10279310
2011-10-12,52.99,54.57,52.68,54.42,37.51,9817185
2011-10-13,54.8,57.16,54.71,56.84,39.18,21060085
2011-10-14,56.95,57.6,55.76,56.66,39.05,11190895
2011-10-17,57.0,58.2,56.81,57.82,39.85,8545830
2011-10-18,57.0,57.0,55.2,55.98,38.59,7034360
2011-10-19,56.78,58.2,56.4,57.99,39.97,9252890
2011-10-20,57.6,58.6,56.58,56.96,39.26,26092165
2011-10-21,57.0,58.05,55.26,55.56,38.3,15777150
2011-10-24,55.6,57.1,55.6,56.33,38.83,7857415
2011-10-25,56.41,61.8,55.83,61.27,42.23,55925695
2011-10-28,62.4,64.77,62.4,63.14,43.52,18834490
2011-10-31,63.1,63.98,62.45,62.86,43.33,11604940
2011-11-01,62.86,63.13,61.22,61.46,42.36,11457365
2011-11-02,61.2,62.38,60.71,61.46,42.36,10014775
2011-11-03,61.24,62.48,60.78,61.99,42.73,11655165
2011-11-04,62.4,63.46,62.4,63.3,43.63,8167640
2011-11-08,63.58,63.7,61.55,61.87,42.64,8082855
2011-11-09,62.31,62.39,61.11,61.38,42.31,6924105
2011-11-11,60.9,61.25,59.26,59.65,41.11,11577545
2011-11-14,60.04,61.2,58.5,58.73,40.48,7347265
2011-11-15,58.6,59.54,56.6,56.94,39.25,10668825
2011-11-16,56.81,57.0,53.69,54.14,37.32,29422930
2011-11-17,54.04,55.76,53.13,54.32,37.44,15277110
2011-11-18,53.6,54.59,53.16,54.08,37.28,13449210
2011-11-21,54.1,56.0,52.22,52.62,36.27,8730830
2011-11-22,53.2,53.89,52.44,53.32,36.75,11296025
2011-11-23,53.2,53.38,52.03,52.95,36.5,10043650
2011-11-24,53.2,55.8,52.31,55.4,38.19,16749210
2011-11-25,55.54,55.95,54.49,54.82,37.79,10421620
2011-11-28,55.57,56.48,55.41,56.22,38.75,6404140
2011-11-29,56.2,56.46,54.84,55.04,37.94,8835055
2011-11-30,54.8,55.19,54.01,54.44,37.52,5147235
2011-12-01,55.6,57.32,55.31,55.82,38.47,6583495
2011-12-02,55.82,58.26,55.82,58.04,40.01,9220790
2011-12-05,57.4,58.28,57.11,57.77,39.82,8584095
2011-12-07,57.8,59.89,57.0,59.27,40.85,13563890
2011-12-08,56.31,59.02,56.31,57.44,39.59,10935975
2011-12-09,56.9,57.56,55.84,57.31,39.5,18987445
2011-12-12,57.6,58.32,56.06,56.54,38.97,16738910
2011-12-13,56.0,56.2,54.68,55.63,38.34,12729365
2011-12-14,55.95,56.8,55.23,55.57,38.3,13058660
2011-12-15,55.01,55.01,53.06,53.57,36.92,15262180
2011-12-16,54.0,54.72,50.63,51.3,35.36,19255795
2011-12-19,51.0,51.25,49.4,51.01,35.16,12249735
2011-12-20,51.19,51.6,48.04,48.52,33.44,19200075
2011-12-21,49.05,50.6,48.56,50.09,34.53,11756070
2011-12-22,50.2,51.8,48.82,51.59,35.56,15521760
2011-12-23,51.6,52.27,50.04,50.4,34.74,17342680
2011-12-26,50.24,51.35,50.24,50.89,35.08,5211800
2011-12-27,51.0,51.1,49.75,50.18,34.59,5696920
2011-12-28,50.1,50.29,48.21,48.32,33.31,11961890
2011-12-29,48.0,48.29,47.37,47.86,32.99,11895005
2011-12-30,48.2,49.08,47.35,47.76,32.92,9134895
2012-01-02,48.0,48.51,46.1,46.37,31.96,16278750
2012-01-03,47.2,49.38,46.6,49.18,33.9,21337225
2012-01-04,49.98,51.0,47.61,48.21,33.23,19977935
2012-01-05,48.2,49.82,47.64,49.57,34.17,16636020
2012-01-06,49.0,50.55,48.5,49.96,34.44,16571055
2012-01-09,50.4,50.48,48.85,49.8,34.33,16560130
2012-01-10,50.0,53.1,50.0,52.86,36.43,16994660
2012-01-11,52.75,54.7,52.57,54.46,37.54,17791780
2012-01-12,54.46,56.7,53.7,56.12,38.68,17364820
2012-01-13,56.4,57.14,55.52,56.16,38.71,14516560
2012-01-16,55.46,56.39,54.76,56.06,38.64,7915470
2012-01-17,56.26,57.91,56.26,57.06,39.33,9409235
2012-01-18,57.1,57.2,55.6,56.21,38.74,7636335
2012-01-19,57.09,57.64,56.54,57.46,39.61,7842060
2012-01-20,57.7,59.98,57.5,59.58,41.07,14383555
2012-01-23,60.0,61.88,59.8,61.51,42.4,22157770
2012-01-24,61.7,64.7,59.74,63.88,44.03,46331850
2012-01-25,64.38,66.58,63.7,66.06,45.53,35077840
2012-01-27,65.8,66.63,64.02,65.2,44.94,16161410
2012-01-30,64.67,64.91,62.33,62.75,43.25,18450955
2012-01-31,63.32,66.4,63.17,66.09,45.55,11771910
2012-02-01,66.09,67.49,64.88,67.23,46.34,11113750
2012-02-02,67.7,68.3,65.63,67.8,46.73,16279970
2012-02-03,67.48,69.36,66.02,68.95,47.52,13128310
2012-02-06,69.98,70.89,68.35,69.18,47.68,13525150
2012-02-07,69.19,69.51,67.1,67.52,46.54,15675840
2012-02-08,67.42,68.08,66.0,66.69,45.97,18883530
2012-02-09,66.23,69.6,66.0,69.2,47.7,14263600
2012-02-10,68.98,70.0,67.65,69.56,47.95,14558735
2012-02-13,69.43,70.4,68.1,69.85,48.15,9574445
2012-02-14,69.82,72.0,69.55,71.59,49.34,13775870
2012-02-15,75.0,75.0,71.9,73.17,50.43,12342405
2012-02-16,73.16,74.48,72.0,73.45,50.63,16939125
2012-02-17,74.6,74.83,72.45,72.82,50.19,7645555
2012-02-21,71.0,74.18,70.2,73.75,50.83,10762910
2012-02-22,73.82,74.15,68.81,69.14,47.66,18165725
2012-02-23,68.6,71.26,67.54,70.72,48.74,24058310
2012-02-24,70.58,71.46,67.11,67.95,46.84,11557050
2012-02-27,67.95,67.95,63.42,63.95,44.08,15232130
2012-02-28,65.19,70.2,64.4,69.87,48.16,19757525
2012-02-29,70.42,71.17,68.0,69.09,47.62,10790200
2012-03-01,68.46,69.24,67.42,68.0,46.87,7258105
2012-03-02,68.14,71.35,68.07,70.09,48.31,15549565
2012-03-05,69.77,69.78,67.33,67.94,46.83,6190950
2012-03-06,67.6,71.3,66.74,68.47,47.19,19686660
2012-03-07,68.0,68.49,66.2,67.56,46.57,16764080
2012-03-09,69.56,74.28,68.65,73.25,50.49,24908540
2012-03-12,74.0,74.94,70.87,72.92,50.26,119209690
2012-03-13,73.99,73.99,72.6,73.71,50.81,11548850
2012-03-14,75.98,77.74,74.15,77.3,53.28,26934685
2012-03-15,76.8,77.54,74.0,75.04,51.72,32447355
2012-03-16,75.39,76.54,72.84,73.53,50.68,20056935
2012-03-19,74.0,74.0,71.43,72.19,49.76,10367325
2012-03-20,72.3,73.8,71.36,73.19,50.45,13116355
2012-03-21,72.48,75.09,72.48,74.87,51.61,11171740
2012-03-22,74.38,76.56,72.6,73.35,50.56,20748290
2012-03-23,73.76,75.18,73.24,74.41,51.29,10563425
2012-03-26,73.4,74.0,71.03,71.63,49.37,18090955
2012-03-27,72.42,72.71,67.1,70.88,48.86,44477790
2012-03-28,70.42,70.95,69.22,70.03,48.27,15669935
2012-03-29,69.2,73.38,68.24,72.42,49.92,22352725
2012-03-30,71.15,74.0,71.15,73.76,50.84,10941725
2012-04-02,73.97,75.47,73.66,74.61,51.43,19365795
2012-04-03,75.04,76.18,74.5,74.85,51.59,9341450
2012-04-04,74.65,75.53,73.75,74.71,51.5,9609890
2012-04-09,75.4,75.49,73.36,74.52,51.36,11035360
2012-04-10,74.71,76.14,73.4,75.51,52.05,10879660
2012-04-11,75.4,75.9,74.36,75.16,51.81,11170215
2012-04-12,75.4,76.0,74.02,74.29,51.21,15780860
2012-04-13,74.73,75.99,72.7,73.09,50.38,16195390
2012-04-16,72.79,74.29,72.55,73.75,50.83,13567515
2012-04-17,74.4,75.5,72.62,74.24,51.17,21066960
2012-04-18,74.66,75.17,73.73,73.98,50.99,8820810
2012-04-19,74.0,74.4,73.23,73.55,50.7,6445235
2012-04-20,73.5,73.96,72.3,72.88,50.23,8824110
2012-04-23,72.0,74.8,71.12,71.76,49.46,11175030
2012-04-24,72.16,72.9,71.41,71.88,49.54,6512450
2012-04-25,72.0,74.28,71.85,73.21,50.46,21993950
2012-04-26,72.6,72.77,70.91,71.53,49.3,22606205
2012-04-27,71.99,72.18,69.1,69.66,48.01,14464395
2012-04-30,69.4,70.76,69.4,69.94,48.21,6884420
2012-05-02,70.4,70.58,69.45,69.73,48.06,6990135
2012-05-03,69.1,69.56,67.07,67.56,46.57,12518765
2012-05-04,68.0,68.0,66.3,66.74,46.0,10880370
2012-05-07,66.5,68.3,64.43,67.91,46.81,12162340
2012-05-08,68.02,68.38,65.34,65.83,45.37,10386010
2012-05-09,65.32,66.54,63.03,64.1,44.18,11543315
2012-05-10,64.2,65.72,63.8,65.2,44.94,14769885
2012-05-11,65.68,67.17,64.21,65.9,45.42,8626760
2012-05-14,66.01,66.69,63.1,63.72,43.92,8432075
2012-05-15,63.0,64.28,62.3,63.35,43.67,17594245
2012-05-16,63.0,63.0,59.71,60.71,41.85,21600315
2012-05-17,61.0,62.84,60.2,60.47,41.68,18025065
2012-05-18,60.0,63.0,58.8,62.49,43.07,17588195
2012-05-21,62.61,64.79,62.61,64.48,44.44,13322330
2012-05-22,65.25,65.61,63.86,64.31,44.33,15228520
2012-05-23,64.0,64.65,63.02,64.14,44.21,8794225
2012-05-24,64.61,65.8,64.0,65.6,45.22,10688050
2012-05-25,65.6,66.39,65.12,66.01,45.5,12383420
2012-05-28,66.19,67.8,66.11,67.62,46.61,6017515
2012-05-29,67.79,68.14,67.12,67.69,46.66,6101320
2012-05-30,67.62,67.62,65.32,65.6,45.22,5598590
2012-05-31,64.2,67.2,64.2,65.97,45.47,13771135
2012-06-01,65.97,66.96,64.22,64.67,44.57,9887445
2012-06-04,64.0,64.69,62.1,64.21,44.26,8922395
2012-06-05,65.48,65.68,63.79,64.62,44.54,7766480
2012-06-06,64.81,66.68,64.81,66.31,45.71,6369340
2012-06-07,67.8,68.08,65.91,67.63,46.62,13314670
2012-06-08,67.5,69.4,66.6,69.09,47.62,9168085
2012-06-11,69.71,70.6,68.0,68.56,47.26,7975525
2012-06-12,68.2,70.0,67.75,69.62,47.99,7317465
2012-06-13,69.9,70.24,68.89,69.22,47.71,7604155
2012-06-14,69.06,69.06,66.12,66.41,45.77,9960825
2012-06-15,66.8,67.27,66.13,66.88,46.1,8841685
2012-06-18,69.19,69.19,64.2,64.98,44.79,15032820
2012-06-19,65.01,65.25,63.62,64.62,44.54,14011455
2012-06-20,65.0,66.96,64.73,66.5,45.84,14036715
2012-06-21,66.13,68.8,65.72,68.65,47.32,11307305
2012-06-22,67.58,68.58,67.02,68.05,46.9,6976670
2012-06-25,68.2,69.96,67.42,67.82,46.75,7174785
2012-06-26,68.0,68.78,67.6,68.28,47.06,7873375
2012-06-27,68.72,68.96,66.72,66.97,46.16,10714670
2012-06-28,66.2,66.77,64.62,66.32,45.71,147813475
2012-06-29,67.2,68.1,66.88,67.88,46.79,13399530
2012-07-02,68.33,69.17,67.81,68.88,47.48,15016445
2012-07-03,68.88,70.78,68.71,70.13,48.34,18270885
2012-07-04,70.39,70.7,69.49,69.93,48.2,8020600
2012-07-05,69.73,71.74,68.92,71.52,52.29,15680455
2012-07-06,71.5,72.68,70.32,72.23,52.81,14544905
2012-07-09,71.96,72.85,71.2,71.95,52.6,13207985
2012-07-10,71.79,72.7,71.64,71.89,52.56,10979745
2012-07-11,71.78,72.4,70.5,70.67,51.67,9174905
2012-07-12,70.5,71.0,69.75,70.73,51.71,10477855
2012-07-13,71.0,71.31,69.6,69.85,51.07,6516620
2012-07-16,69.62,70.9,69.52,70.0,51.18,8210675
2012-07-17,70.6,70.78,69.71,70.1,51.25,5113750
2012-07-18,70.0,70.6,68.54,70.23,51.34,7929530
2012-07-19,70.6,71.3,70.33,70.97,51.89,10560650
2012-07-20,70.88,71.18,69.8,70.79,51.75,6447635
2012-07-23,70.21,70.28,67.8,67.94,49.67,9730280
2012-07-24,68.19,68.79,67.46,68.16,49.83,8626510
2012-07-25,68.43,69.98,67.86,69.21,50.6,25745135
2012-07-26,69.6,70.94,68.4,69.13,50.54,28565025
2012-07-27,70.54,71.83,70.06,70.88,51.82,13970600
2012-07-30,70.01,72.24,57.0,72.02,52.65,9900750
2012-07-31,71.97,73.45,71.54,73.04,53.4,17070505
2012-08-01,73.2,73.77,72.4,73.1,53.44,7090925
2012-08-02,73.4,73.4,72.24,72.68,53.14,2448205
2012-08-03,72.6,73.75,71.16,73.56,53.78,8135680
2012-08-06,73.8,74.79,72.95,73.14,53.47,13706045
2012-08-07,73.13,74.48,73.0,74.06,54.14,13446345
2012-08-08,74.0,74.37,73.22,73.45,53.7,6365740
2012-08-09,73.5,73.98,72.35,72.53,53.03,6608160
2012-08-10,72.18,72.9,71.04,71.31,52.13,8033865
2012-08-13,72.0,72.75,70.42,72.38,52.92,11347325
2012-08-14,72.57,73.58,72.14,73.14,53.47,6790940
2012-08-16,73.88,73.88,71.66,72.0,52.64,7627015
2012-08-17,72.2,73.0,71.4,71.87,52.54,6120060
2012-08-21,72.09,72.34,71.2,71.65,52.38,8803000
2012-08-22,71.56,72.24,70.85,71.45,52.24,6659955
2012-08-23,72.0,72.0,70.16,70.9,51.83,8833670
2012-08-24,70.74,70.74,68.48,68.9,50.37,15464575
2012-08-27,69.59,69.59,67.0,67.17,49.11,11928725
2012-08-28,67.2,67.68,66.21,67.12,49.07,11033060
2012-08-29,67.12,67.46,66.04,66.16,48.37,10056265
2012-08-30,66.2,66.95,65.64,65.99,48.24,16751295
2012-08-31,66.01,66.78,65.2,65.75,48.07,14183785
2012-09-03,66.24,66.74,65.02,65.6,47.96,11635285
2012-09-04,65.8,66.75,65.22,66.6,48.69,7125215
2012-09-05,66.4,66.5,64.56,64.82,47.39,14429015
2012-09-06,65.19,65.74,64.02,65.36,47.78,16073455
2012-09-07,66.39,67.48,66.22,67.0,48.98,16270315
2012-09-10,67.51,67.78,66.32,66.62,48.7,5417165
2012-09-11,66.11,66.84,65.79,65.97,48.23,7019740
2012-09-12,66.4,67.5,65.75,67.34,49.23,13269955
2012-09-13,67.58,68.5,66.02,67.81,49.57,13460900
2012-09-14,68.8,71.98,68.62,71.18,52.04,35396820
2012-09-17,71.58,76.16,71.58,75.51,55.2,50077475
2012-09-18,75.4,75.43,73.67,74.13,54.2,12382345
2012-09-20,73.62,74.08,72.45,72.7,53.15,11271160
2012-09-21,72.69,75.17,72.6,74.18,54.23,26447800
2012-09-24,74.2,76.2,73.86,75.4,55.12,27529840
2012-09-25,75.75,76.83,74.43,75.07,54.88,16700605
2012-09-26,74.8,75.29,74.33,74.89,54.75,10346245
2012-09-27,75.21,77.0,74.85,76.19,55.7,28703355
2012-09-28,76.38,77.68,75.82,76.41,55.86,12410220
2012-10-01,76.0,79.0,76.0,78.84,57.64,12621070
2012-10-03,78.99,80.5,78.69,80.19,58.63,19286545
2012-10-04,80.19,81.39,79.11,79.68,58.25,11823615
2012-10-05,80.0,80.39,77.33,78.7,57.54,10997845
2012-10-08,78.8,79.58,76.9,77.13,56.39,8250440
2012-10-09,77.42,79.28,77.42,78.84,57.64,7855350
2012-10-10,78.8,79.18,77.47,78.64,57.49,5608425
2012-10-11,78.9,79.66,78.53,79.41,58.06,17336535
2012-10-12,79.4,80.0,78.51,78.93,57.7,7046720
2012-10-15,78.93,79.38,78.1,78.99,57.75,5908305
2012-10-16,79.4,79.4,76.24,76.54,55.96,22239765
2012-10-17,77.0,77.5,76.53,77.06,56.34,10208270
