Date,Open,High,Low,Close,Adj Close,Volume
2010-12-06,66.0,67.52,63.88,64.77,42.73,9359035
2010-12-07,64.77,64.9,61.26,61.89,40.83,15822090
2010-12-08,62.0,62.14,59.6,60.21,39.72,14243950
2010-12-09,60.42,60.76,56.0,57.2,37.73,17964635
2010-12-10,56.8,60.38,55.4,58.74,38.75,20960515
2010-12-13,59.2,61.8,59.2,61.52,40.58,13401820
2010-12-14,61.9,62.25,60.84,61.28,40.42,8832165
2010-12-15,61.28,61.94,59.2,60.0,39.58,10086820
2010-12-16,60.45,61.18,59.42,59.8,39.45,13671850
2010-12-20,59.9,59.94,57.46,58.03,38.28,8755130
2010-12-21,57.6,60.07,57.6,59.89,39.51,11014830
2010-12-22,60.45,62.0,60.09,61.84,40.79,20035925
2010-12-23,62.2,62.8,61.8,62.03,40.92,8018655
